depth,latitude,longitude,time,nh4,no3,po4
1.0182366,37.854168,23.458334,2025-11-26,0.0032037795,0.0011468485,0.0039590253
1.0182366,37.854168,23.458334,2025-11-27,0.003427805,0.0010990155,0.0039592283
1.0182366,37.854168,23.458334,2025-11-28,0.004025981,0.0013273251,0.004008508
1.0182366,37.854168,23.458334,2025-11-29,0.005562191,0.0026112257,0.004145783
1.0182366,37.854168,23.458334,2025-11-30,0.006920945,0.0037917884,0.004241443
1.0182366,37.854168,23.458334,2025-12-01,0.00701984,0.0036333015,0.0042328024
1.0182366,37.854168,23.458334,2025-12-02,0.007193411,0.0036174897,0.0042176633
1.0182366,37.854168,23.458334,2025-12-03,0.040518347,0.056000493,0.0040395544
1.0182366,37.854168,23.458334,2025-12-04,0.009777496,0.005749201,0.0042455206
1.0182366,37.854168,23.458334,2025-12-05,0.014844251,0.010762237,0.0043635005
1.0182366,37.854168,23.458334,2025-12-06,0.019917354,0.016111996,0.004459997
1.0182366,37.854168,23.458334,2025-12-07,0.021793565,0.018133009,0.0044751638
1.0182366,37.854168,23.458334,2025-12-08,0.008430441,0.00487857,0.0042607617
1.0182366,37.854168,23.458334,2025-12-09,0.0072307447,0.004172736,0.0042308555
1.0182366,37.854168,23.458334,2025-12-10,0.0064560506,0.003532783,0.0042234384
1.0182366,37.854168,23.458334,2025-12-11,0.006117174,0.0029923602,0.0042037806
1.0182366,37.854168,23.458334,2025-12-12,0.005758773,0.0022729337,0.0041608457
1.0182366,37.854168,23.458334,2025-12-13,0.005859054,0.002011046,0.0041386303
1.0182366,37.854168,23.458334,2025-12-14,0.0061491565,0.0020434994,0.0041219033
1.0182366,37.854168,23.458334,2025-12-15,0.006244023,0.002039711,0.004100475
1.0182366,37.854168,23.458334,2025-12-16,0.005254719,0.0015259028,0.0040605916
1.0182366,37.854168,23.458334,2025-12-17,0.0046736468,0.0011082938,0.00403288
1.0182366,37.854168,23.458334,2025-12-18,0.0047160876,0.0010569923,0.0040279175
1.0182366,37.854168,23.458334,2025-12-19,0.0051528416,0.0012697608,0.004029516
1.0182366,37.854168,23.458334,2025-12-20,0.0057356167,0.001555634,0.004023209
1.0182366,37.854168,23.458334,2025-12-21,0.006473477,0.0019445776,0.004024325
1.0182366,37.854168,23.458334,2025-12-22,0.0074536325,0.0025053998,0.004036908
1.0182366,37.854168,23.458334,2025-12-23,0.008583241,0.0032567114,0.0040523605
1.0182366,37.854168,23.458334,2025-12-24,0.009185394,0.0036795682,0.004056329
1.0182366,37.854168,23.458334,2025-12-25,0.009723655,0.0040613944,0.004061898
1.0182366,37.854168,23.458334,2025-12-26,0.009662866,0.003915389,0.0040759854
