depth,latitude,longitude,time,thetao
1.0182366,34.604168,33.0,2026-01-14,
1.0182366,34.604168,33.0,2026-01-15,
1.0182366,34.604168,33.0,2026-01-16,
1.0182366,34.604168,33.0,2026-01-17,
1.0182366,34.604168,33.0,2026-01-18,
1.0182366,34.604168,33.0,2026-01-19,
1.0182366,34.604168,33.0,2026-01-20,
1.0182366,34.604168,33.0,2026-01-21,
1.0182366,34.604168,33.0,2026-01-22,
1.0182366,34.604168,33.0,2026-01-23,
1.0182366,34.604168,33.0,2026-01-24,
1.0182366,34.604168,33.0,2026-01-25,
1.0182366,34.604168,33.0,2026-01-26,
1.0182366,34.604168,33.0,2026-01-27,
1.0182366,34.604168,33.0,2026-01-28,
1.0182366,34.604168,33.0,2026-01-29,
1.0182366,34.604168,33.0,2026-01-30,
1.0182366,34.604168,33.0,2026-01-31,
1.0182366,34.604168,33.0,2026-02-01,
1.0182366,34.604168,33.0,2026-02-02,
1.0182366,34.604168,33.0,2026-02-03,
1.0182366,34.604168,33.0,2026-02-04,
1.0182366,34.604168,33.0,2026-02-05,
1.0182366,34.604168,33.0,2026-02-06,
1.0182366,34.604168,33.0,2026-02-07,
1.0182366,34.604168,33.0,2026-02-08,
1.0182366,34.604168,33.0,2026-02-09,
1.0182366,34.604168,33.0,2026-02-10,
1.0182366,34.604168,33.0,2026-02-11,
1.0182366,34.604168,33.0,2026-02-12,
1.0182366,34.604168,33.0,2026-02-13,
1.0182366,34.604168,33.041668,2026-01-14,
1.0182366,34.604168,33.041668,2026-01-15,
1.0182366,34.604168,33.041668,2026-01-16,
1.0182366,34.604168,33.041668,2026-01-17,
1.0182366,34.604168,33.041668,2026-01-18,
1.0182366,34.604168,33.041668,2026-01-19,
1.0182366,34.604168,33.041668,2026-01-20,
1.0182366,34.604168,33.041668,2026-01-21,
1.0182366,34.604168,33.041668,2026-01-22,
1.0182366,34.604168,33.041668,2026-01-23,
1.0182366,34.604168,33.041668,2026-01-24,
1.0182366,34.604168,33.041668,2026-01-25,
1.0182366,34.604168,33.041668,2026-01-26,
1.0182366,34.604168,33.041668,2026-01-27,
1.0182366,34.604168,33.041668,2026-01-28,
1.0182366,34.604168,33.041668,2026-01-29,
1.0182366,34.604168,33.041668,2026-01-30,
1.0182366,34.604168,33.041668,2026-01-31,
1.0182366,34.604168,33.041668,2026-02-01,
1.0182366,34.604168,33.041668,2026-02-02,
1.0182366,34.604168,33.041668,2026-02-03,
1.0182366,34.604168,33.041668,2026-02-04,
1.0182366,34.604168,33.041668,2026-02-05,
1.0182366,34.604168,33.041668,2026-02-06,
1.0182366,34.604168,33.041668,2026-02-07,
1.0182366,34.604168,33.041668,2026-02-08,
1.0182366,34.604168,33.041668,2026-02-09,
1.0182366,34.604168,33.041668,2026-02-10,
1.0182366,34.604168,33.041668,2026-02-11,
1.0182366,34.604168,33.041668,2026-02-12,
1.0182366,34.604168,33.041668,2026-02-13,
1.0182366,34.604168,33.083332,2026-01-14,18.856087
1.0182366,34.604168,33.083332,2026-01-15,18.975239
1.0182366,34.604168,33.083332,2026-01-16,18.941038
1.0182366,34.604168,33.083332,2026-01-17,18.913372
1.0182366,34.604168,33.083332,2026-01-18,18.927319
1.0182366,34.604168,33.083332,2026-01-19,18.959837
1.0182366,34.604168,33.083332,2026-01-20,18.938425
1.0182366,34.604168,33.083332,2026-01-21,18.957312
1.0182366,34.604168,33.083332,2026-01-22,19.118172
1.0182366,34.604168,33.083332,2026-01-23,19.236683
1.0182366,34.604168,33.083332,2026-01-24,19.2223
1.0182366,34.604168,33.083332,2026-01-25,19.146395
1.0182366,34.604168,33.083332,2026-01-26,19.037056
1.0182366,34.604168,33.083332,2026-01-27,18.949444
1.0182366,34.604168,33.083332,2026-01-28,18.890583
1.0182366,34.604168,33.083332,2026-01-29,18.828016
1.0182366,34.604168,33.083332,2026-01-30,18.74809
1.0182366,34.604168,33.083332,2026-01-31,18.687756
1.0182366,34.604168,33.083332,2026-02-01,18.678722
1.0182366,34.604168,33.083332,2026-02-02,18.638327
1.0182366,34.604168,33.083332,2026-02-03,18.52214
1.0182366,34.604168,33.083332,2026-02-04,18.49921
1.0182366,34.604168,33.083332,2026-02-05,18.39545
1.0182366,34.604168,33.083332,2026-02-06,18.32631
1.0182366,34.604168,33.083332,2026-02-07,18.323685
1.0182366,34.604168,33.083332,2026-02-08,18.38961
1.0182366,34.604168,33.083332,2026-02-09,18.31455
1.0182366,34.604168,33.083332,2026-02-10,18.31847
1.0182366,34.604168,33.083332,2026-02-11,18.316265
1.0182366,34.604168,33.083332,2026-02-12,18.34227
1.0182366,34.604168,33.083332,2026-02-13,18.470318
1.0182366,34.604168,33.125,2026-01-14,18.960432
1.0182366,34.604168,33.125,2026-01-15,19.069315
1.0182366,34.604168,33.125,2026-01-16,18.996109
1.0182366,34.604168,33.125,2026-01-17,19.005257
1.0182366,34.604168,33.125,2026-01-18,19.09847
1.0182366,34.604168,33.125,2026-01-19,19.066586
1.0182366,34.604168,33.125,2026-01-20,19.006989
1.0182366,34.604168,33.125,2026-01-21,19.037283
1.0182366,34.604168,33.125,2026-01-22,19.173481
1.0182366,34.604168,33.125,2026-01-23,19.22896
1.0182366,34.604168,33.125,2026-01-24,19.202654
1.0182366,34.604168,33.125,2026-01-25,19.121761
1.0182366,34.604168,33.125,2026-01-26,19.00507
1.0182366,34.604168,33.125,2026-01-27,18.91648
1.0182366,34.604168,33.125,2026-01-28,18.860525
1.0182366,34.604168,33.125,2026-01-29,18.80438
1.0182366,34.604168,33.125,2026-01-30,18.74155
1.0182366,34.604168,33.125,2026-01-31,18.693039
1.0182366,34.604168,33.125,2026-02-01,18.678785
1.0182366,34.604168,33.125,2026-02-02,18.643702
1.0182366,34.604168,33.125,2026-02-03,18.539677
1.0182366,34.604168,33.125,2026-02-04,18.508589
1.0182366,34.604168,33.125,2026-02-05,18.421333
1.0182366,34.604168,33.125,2026-02-06,18.35696
1.0182366,34.604168,33.125,2026-02-07,18.344843
1.0182366,34.604168,33.125,2026-02-08,18.401365
1.0182366,34.604168,33.125,2026-02-09,18.323908
1.0182366,34.604168,33.125,2026-02-10,18.32296
1.0182366,34.604168,33.125,2026-02-11,18.340324
1.0182366,34.604168,33.125,2026-02-12,18.381386
1.0182366,34.604168,33.125,2026-02-13,18.500338
1.0182366,34.604168,33.166668,2026-01-14,19.063456
1.0182366,34.604168,33.166668,2026-01-15,19.085165
1.0182366,34.604168,33.166668,2026-01-16,19.029066
1.0182366,34.604168,33.166668,2026-01-17,19.111101
1.0182366,34.604168,33.166668,2026-01-18,19.210825
1.0182366,34.604168,33.166668,2026-01-19,19.122301
1.0182366,34.604168,33.166668,2026-01-20,19.093431
1.0182366,34.604168,33.166668,2026-01-21,19.15244
1.0182366,34.604168,33.166668,2026-01-22,19.271826
1.0182366,34.604168,33.166668,2026-01-23,19.234932
1.0182366,34.604168,33.166668,2026-01-24,19.158417
1.0182366,34.604168,33.166668,2026-01-25,19.082994
1.0182366,34.604168,33.166668,2026-01-26,18.972223
1.0182366,34.604168,33.166668,2026-01-27,18.871494
1.0182366,34.604168,33.166668,2026-01-28,18.803782
1.0182366,34.604168,33.166668,2026-01-29,18.757557
1.0182366,34.604168,33.166668,2026-01-30,18.718304
1.0182366,34.604168,33.166668,2026-01-31,18.68423
1.0182366,34.604168,33.166668,2026-02-01,18.671513
1.0182366,34.604168,33.166668,2026-02-02,18.6439
1.0182366,34.604168,33.166668,2026-02-03,18.5609
1.0182366,34.604168,33.166668,2026-02-04,18.52914
1.0182366,34.604168,33.166668,2026-02-05,18.450104
1.0182366,34.604168,33.166668,2026-02-06,18.382505
1.0182366,34.604168,33.166668,2026-02-07,18.366161
1.0182366,34.604168,33.166668,2026-02-08,18.40142
1.0182366,34.604168,33.166668,2026-02-09,18.321619
1.0182366,34.604168,33.166668,2026-02-10,18.317516
1.0182366,34.604168,33.166668,2026-02-11,18.357464
1.0182366,34.604168,33.166668,2026-02-12,18.4302
1.0182366,34.604168,33.166668,2026-02-13,18.55284
1.0182366,34.645832,33.0,2026-01-14,
1.0182366,34.645832,33.0,2026-01-15,
1.0182366,34.645832,33.0,2026-01-16,
1.0182366,34.645832,33.0,2026-01-17,
1.0182366,34.645832,33.0,2026-01-18,
1.0182366,34.645832,33.0,2026-01-19,
1.0182366,34.645832,33.0,2026-01-20,
1.0182366,34.645832,33.0,2026-01-21,
1.0182366,34.645832,33.0,2026-01-22,
1.0182366,34.645832,33.0,2026-01-23,
1.0182366,34.645832,33.0,2026-01-24,
1.0182366,34.645832,33.0,2026-01-25,
1.0182366,34.645832,33.0,2026-01-26,
1.0182366,34.645832,33.0,2026-01-27,
1.0182366,34.645832,33.0,2026-01-28,
1.0182366,34.645832,33.0,2026-01-29,
1.0182366,34.645832,33.0,2026-01-30,
1.0182366,34.645832,33.0,2026-01-31,
1.0182366,34.645832,33.0,2026-02-01,
1.0182366,34.645832,33.0,2026-02-02,
1.0182366,34.645832,33.0,2026-02-03,
1.0182366,34.645832,33.0,2026-02-04,
1.0182366,34.645832,33.0,2026-02-05,
1.0182366,34.645832,33.0,2026-02-06,
1.0182366,34.645832,33.0,2026-02-07,
1.0182366,34.645832,33.0,2026-02-08,
1.0182366,34.645832,33.0,2026-02-09,
1.0182366,34.645832,33.0,2026-02-10,
1.0182366,34.645832,33.0,2026-02-11,
1.0182366,34.645832,33.0,2026-02-12,
1.0182366,34.645832,33.0,2026-02-13,
1.0182366,34.645832,33.041668,2026-01-14,
1.0182366,34.645832,33.041668,2026-01-15,
1.0182366,34.645832,33.041668,2026-01-16,
1.0182366,34.645832,33.041668,2026-01-17,
1.0182366,34.645832,33.041668,2026-01-18,
1.0182366,34.645832,33.041668,2026-01-19,
1.0182366,34.645832,33.041668,2026-01-20,
1.0182366,34.645832,33.041668,2026-01-21,
1.0182366,34.645832,33.041668,2026-01-22,
1.0182366,34.645832,33.041668,2026-01-23,
1.0182366,34.645832,33.041668,2026-01-24,
1.0182366,34.645832,33.041668,2026-01-25,
1.0182366,34.645832,33.041668,2026-01-26,
1.0182366,34.645832,33.041668,2026-01-27,
1.0182366,34.645832,33.041668,2026-01-28,
1.0182366,34.645832,33.041668,2026-01-29,
1.0182366,34.645832,33.041668,2026-01-30,
1.0182366,34.645832,33.041668,2026-01-31,
1.0182366,34.645832,33.041668,2026-02-01,
1.0182366,34.645832,33.041668,2026-02-02,
1.0182366,34.645832,33.041668,2026-02-03,
1.0182366,34.645832,33.041668,2026-02-04,
1.0182366,34.645832,33.041668,2026-02-05,
1.0182366,34.645832,33.041668,2026-02-06,
1.0182366,34.645832,33.041668,2026-02-07,
1.0182366,34.645832,33.041668,2026-02-08,
1.0182366,34.645832,33.041668,2026-02-09,
1.0182366,34.645832,33.041668,2026-02-10,
1.0182366,34.645832,33.041668,2026-02-11,
1.0182366,34.645832,33.041668,2026-02-12,
1.0182366,34.645832,33.041668,2026-02-13,
1.0182366,34.645832,33.083332,2026-01-14,18.871468
1.0182366,34.645832,33.083332,2026-01-15,18.928804
1.0182366,34.645832,33.083332,2026-01-16,18.91516
1.0182366,34.645832,33.083332,2026-01-17,18.893583
1.0182366,34.645832,33.083332,2026-01-18,18.86163
1.0182366,34.645832,33.083332,2026-01-19,18.817778
1.0182366,34.645832,33.083332,2026-01-20,18.831593
1.0182366,34.645832,33.083332,2026-01-21,18.798153
1.0182366,34.645832,33.083332,2026-01-22,18.858986
1.0182366,34.645832,33.083332,2026-01-23,19.019136
1.0182366,34.645832,33.083332,2026-01-24,19.073967
1.0182366,34.645832,33.083332,2026-01-25,19.082842
1.0182366,34.645832,33.083332,2026-01-26,19.020369
1.0182366,34.645832,33.083332,2026-01-27,18.940306
1.0182366,34.645832,33.083332,2026-01-28,18.85042
1.0182366,34.645832,33.083332,2026-01-29,18.76237
1.0182366,34.645832,33.083332,2026-01-30,18.708927
1.0182366,34.645832,33.083332,2026-01-31,18.616293
1.0182366,34.645832,33.083332,2026-02-01,18.602451
1.0182366,34.645832,33.083332,2026-02-02,18.58108
1.0182366,34.645832,33.083332,2026-02-03,18.436125
1.0182366,34.645832,33.083332,2026-02-04,18.36203
1.0182366,34.645832,33.083332,2026-02-05,18.317556
1.0182366,34.645832,33.083332,2026-02-06,18.25609
1.0182366,34.645832,33.083332,2026-02-07,18.30507
1.0182366,34.645832,33.083332,2026-02-08,18.338242
1.0182366,34.645832,33.083332,2026-02-09,18.236895
1.0182366,34.645832,33.083332,2026-02-10,18.191095
1.0182366,34.645832,33.083332,2026-02-11,18.15212
1.0182366,34.645832,33.083332,2026-02-12,18.143354
1.0182366,34.645832,33.083332,2026-02-13,18.27635
1.0182366,34.645832,33.125,2026-01-14,18.965305
1.0182366,34.645832,33.125,2026-01-15,19.002464
1.0182366,34.645832,33.125,2026-01-16,18.947426
1.0182366,34.645832,33.125,2026-01-17,18.916883
1.0182366,34.645832,33.125,2026-01-18,18.914183
1.0182366,34.645832,33.125,2026-01-19,18.84951
1.0182366,34.645832,33.125,2026-01-20,18.82491
1.0182366,34.645832,33.125,2026-01-21,18.801025
1.0182366,34.645832,33.125,2026-01-22,18.790451
1.0182366,34.645832,33.125,2026-01-23,18.879053
1.0182366,34.645832,33.125,2026-01-24,19.037386
1.0182366,34.645832,33.125,2026-01-25,19.07535
1.0182366,34.645832,33.125,2026-01-26,19.004917
1.0182366,34.645832,33.125,2026-01-27,18.921146
1.0182366,34.645832,33.125,2026-01-28,18.836725
1.0182366,34.645832,33.125,2026-01-29,18.765461
1.0182366,34.645832,33.125,2026-01-30,18.71073
1.0182366,34.645832,33.125,2026-01-31,18.624777
1.0182366,34.645832,33.125,2026-02-01,18.612173
1.0182366,34.645832,33.125,2026-02-02,18.591486
1.0182366,34.645832,33.125,2026-02-03,18.45223
1.0182366,34.645832,33.125,2026-02-04,18.403517
1.0182366,34.645832,33.125,2026-02-05,18.357256
1.0182366,34.645832,33.125,2026-02-06,18.304344
1.0182366,34.645832,33.125,2026-02-07,18.315538
1.0182366,34.645832,33.125,2026-02-08,18.338753
1.0182366,34.645832,33.125,2026-02-09,18.247639
1.0182366,34.645832,33.125,2026-02-10,18.200033
1.0182366,34.645832,33.125,2026-02-11,18.171286
1.0182366,34.645832,33.125,2026-02-12,18.168354
1.0182366,34.645832,33.125,2026-02-13,18.296528
1.0182366,34.645832,33.166668,2026-01-14,19.044092
1.0182366,34.645832,33.166668,2026-01-15,19.053637
1.0182366,34.645832,33.166668,2026-01-16,18.998863
1.0182366,34.645832,33.166668,2026-01-17,19.024855
1.0182366,34.645832,33.166668,2026-01-18,19.084726
1.0182366,34.645832,33.166668,2026-01-19,19.022871
1.0182366,34.645832,33.166668,2026-01-20,18.906631
1.0182366,34.645832,33.166668,2026-01-21,18.86446
1.0182366,34.645832,33.166668,2026-01-22,18.883074
1.0182366,34.645832,33.166668,2026-01-23,18.90249
1.0182366,34.645832,33.166668,2026-01-24,18.96089
1.0182366,34.645832,33.166668,2026-01-25,19.043339
1.0182366,34.645832,33.166668,2026-01-26,18.990807
1.0182366,34.645832,33.166668,2026-01-27,18.903774
1.0182366,34.645832,33.166668,2026-01-28,18.812756
1.0182366,34.645832,33.166668,2026-01-29,18.754324
1.0182366,34.645832,33.166668,2026-01-30,18.703775
1.0182366,34.645832,33.166668,2026-01-31,18.630524
1.0182366,34.645832,33.166668,2026-02-01,18.62424
1.0182366,34.645832,33.166668,2026-02-02,18.605253
1.0182366,34.645832,33.166668,2026-02-03,18.482512
1.0182366,34.645832,33.166668,2026-02-04,18.44373
1.0182366,34.645832,33.166668,2026-02-05,18.38759
1.0182366,34.645832,33.166668,2026-02-06,18.337156
1.0182366,34.645832,33.166668,2026-02-07,18.329144
1.0182366,34.645832,33.166668,2026-02-08,18.34593
1.0182366,34.645832,33.166668,2026-02-09,18.258152
1.0182366,34.645832,33.166668,2026-02-10,18.211576
1.0182366,34.645832,33.166668,2026-02-11,18.188791
1.0182366,34.645832,33.166668,2026-02-12,18.210163
1.0182366,34.645832,33.166668,2026-02-13,18.341187
1.0182366,34.6875,33.0,2026-01-14,
1.0182366,34.6875,33.0,2026-01-15,
1.0182366,34.6875,33.0,2026-01-16,
1.0182366,34.6875,33.0,2026-01-17,
1.0182366,34.6875,33.0,2026-01-18,
1.0182366,34.6875,33.0,2026-01-19,
1.0182366,34.6875,33.0,2026-01-20,
1.0182366,34.6875,33.0,2026-01-21,
1.0182366,34.6875,33.0,2026-01-22,
1.0182366,34.6875,33.0,2026-01-23,
1.0182366,34.6875,33.0,2026-01-24,
1.0182366,34.6875,33.0,2026-01-25,
1.0182366,34.6875,33.0,2026-01-26,
1.0182366,34.6875,33.0,2026-01-27,
1.0182366,34.6875,33.0,2026-01-28,
1.0182366,34.6875,33.0,2026-01-29,
1.0182366,34.6875,33.0,2026-01-30,
1.0182366,34.6875,33.0,2026-01-31,
1.0182366,34.6875,33.0,2026-02-01,
1.0182366,34.6875,33.0,2026-02-02,
1.0182366,34.6875,33.0,2026-02-03,
1.0182366,34.6875,33.0,2026-02-04,
1.0182366,34.6875,33.0,2026-02-05,
1.0182366,34.6875,33.0,2026-02-06,
1.0182366,34.6875,33.0,2026-02-07,
1.0182366,34.6875,33.0,2026-02-08,
1.0182366,34.6875,33.0,2026-02-09,
